trend_alignment,breakout_strength,multi_tap_score,atr_ratio,label
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,0
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.0,0.0,0.5,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,0.3,0.0,0.8433333333333811,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,0
False,1.0,0.0,1.0,1
False,1.0,0.0,1.0,1
False,1.0,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,0
False,1.0,0.0,1.0,0
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,1.0,0.0,1.0,0
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,0
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,0.4633333333333667,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,0
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,0.3,0.0,0.7666666666667273,0
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,1.0,0.0,1.0,1
False,1.0,0.0,1.0,0
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,0
False,1.0,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
False,0.3,0.0,1.0,1
